HGNC:5	['A1BG']	['alpha-1-B glycoprotein']
HGNC:212	['ADAM5', 'tMDCII', 'ADAM5P']	['ADAM metallopeptidase domain 5 (pseudogene)', 'a disintegrin and metalloproteinase domain 5', 'ADAM metallopeptidase domain 5, pseudogene']
HGNC:214	['ADAM7', 'GP-83', 'EAPI']	['ADAM metallopeptidase domain 7', 'a disintegrin and metalloproteinase domain 7']
HGNC:216	['ADAM9', 'MDC9', 'KIAA0021', 'MCMP', 'Mltng', 'CORD9']	['ADAM metallopeptidase domain 9', 'meltrin gamma', 'a disintegrin and metalloproteinase domain 9 (meltrin gamma)', 'cone rod dystrophy 9']
HGNC:189	['ADAM11', 'MDC']	['ADAM metallopeptidase domain 11', 'metalloproteinase-like, disintegrin-like, cysteine-rich protein', 'a disintegrin and metalloproteinase domain 11']
HGNC:43841	['ADAM12-OT1']	['entry withdrawn']
HGNC:195	['ADAM17', 'cSVP', 'CD156B', 'TACE']	['ADAM metallopeptidase domain 17', 'tumor necrosis factor, alpha, converting enzyme']
HGNC:197	['ADAM19', 'MLTNB']	['ADAM metallopeptidase domain 19', 'meltrin beta', 'a disintegrin and metalloproteinase domain 19 (meltrin beta)']
HGNC:20102	['ADAM20P1', 'C14orf55']	['ADAM metallopeptidase domain 20 pseudogene 1', 'chromosome 14 open reading frame 55']
HGNC:43902	['ADAM20P3']	['ADAM metallopeptidase domain 20 pseudogene 3']
HGNC:19822	['ADAM21P1', 'ADAM21P']	['ADAM metallopeptidase domain 21 pseudogene 1', 'a disintegrin and metalloproteinase domain 21 pseudogene', 'ADAM metallopeptidase domain 21 pseudogene']
HGNC:202	['ADAM23', 'MDC3']	['ADAM metallopeptidase domain 23', 'a disintegrin and metalloproteinase domain 23']
HGNC:206	['ADAM28', 'eMDCII', 'MDC-Lm', 'MDC-Ls', 'ADAM23']	['ADAM metallopeptidase domain 28', 'a disintegrin and metalloproteinase domain 28']
HGNC:208	['ADAM30', 'svph4']	['ADAM metallopeptidase domain 30', 'a disintegrin and metalloproteinase domain 30']
HGNC:15478	['ADAM33', 'DKFZp434K0521', 'dJ964F7.1', 'C20orf153']	['ADAM metallopeptidase domain 33', 'a disintegrin and metalloproteinase domain 33', 'chromosome 20 open reading frame 153']
HGNC:217	['ADAMTS1', 'C3-C5', 'METH1', 'KIAA1346']	['ADAM metallopeptidase with thrombospondin type 1 motif 1', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 1']
HGNC:219	['ADAMTS3', 'KIAA0366', 'ADAMTS-4']	['ADAM metallopeptidase with thrombospondin type 1 motif 3', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 3']
HGNC:221	['ADAMTS5', 'ADMP-2', 'ADAMTS11']	['ADAM metallopeptidase with thrombospondin type 1 motif 5', 'aggrecanase-2', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)']
HGNC:223	['ADAMTS7', 'ADAM-TS7', 'DKFZp434H204']	['ADAM metallopeptidase with thrombospondin type 1 motif 7', 'COMPase', 'a disintegrin and metalloprotease with thrombospondin motifs-7 preproprotein', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 7']
HGNC:49409	['ADAMTS7P3']	['ADAMTS7 pseudogene 3']
HGNC:224	['ADAMTS8', 'METH2', 'FLJ41712', 'ADAM-TS8']	['ADAM metallopeptidase with thrombospondin type 1 motif 8', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 8']
HGNC:40625	['ADAMTS9-AS1']	['ADAMTS9 antisense RNA 1', 'ADAMTS9 antisense RNA 1 (non-protein coding)']
HGNC:13201	['ADAMTS10', 'ADAM-TS10']	['ADAM metallopeptidase with thrombospondin type 1 motif 10', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 10']
HGNC:1366	['ADAMTS13', 'VWFCP', 'TTP', 'vWF-CP', 'FLJ42993', 'MGC118899', 'MGC118900', 'DKFZp434C2322', 'C9orf8']	['ADAM metallopeptidase with thrombospondin type 1 motif 13', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13']
HGNC:16305	['ADAMTS15']	['ADAM metallopeptidase with thrombospondin type 1 motif 15', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 15']
HGNC:17109	['ADAMTS17', 'FLJ32769', 'FLJ16363']	['ADAM metallopeptidase with thrombospondin type 1 motif 17', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 17']
HGNC:17111	['ADAMTS19']	['ADAM metallopeptidase with thrombospondin type 1 motif 19', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 19']
HGNC:17178	['ADAMTS20', 'GON-1']	['ADAM metallopeptidase with thrombospondin type 1 motif 20', 'a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 20']
HGNC:14631	['ADAMTSL2', 'KIAA0605']	['ADAMTS like 2']
HGNC:19706	['ADAMTSL4', 'DKFZP434K1772', 'TSRC1']	['ADAMTS like 4', 'thrombospondin repeat containing 1']
HGNC:27912	['ADAMTSL5', 'THSD6']	['ADAMTS like 5', 'thrombospondin, type I, domain containing 6']
HGNC:16487	['ADAP2', 'CENTA2']	['ArfGAP with dual PH domains 2', 'centaurin, alpha 2']
HGNC:226	['ADARB1', 'ADAR2', 'DRADA2', 'ADAR2g', 'DRABA2', 'RED1', 'hRED1', 'ADAR2a-L1', 'ADAR2a-L2', 'ADAR2a-L3', 'ADAR2a', 'ADAR2b', 'ADAR2c', 'ADAR2d']	['adenosine deaminase, RNA specific B1', 'RED1 homolog (rat)', 'adenosine deaminase, RNA-specific, B1 (homolog of rat RED1)']
HGNC:23299	['ADARB2-AS1', 'bA466B20.1', 'C10orf109', 'NCRNA00168']	['ADARB2 antisense RNA 1', 'chromosome 10 open reading frame 109', 'non-protein coding RNA 168', 'ADARB2 antisense RNA 1 (non-protein coding)']
HGNC:21172	['ADAT2', 'dJ20N2.1', 'TAD2', 'DEADC1']	['adenosine deaminase, tRNA specific 2', 'deaminase domain containing 1', 'adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)']
HGNC:19038	['ADCK1', 'FLJ39600']	['aarF domain containing kinase 1']
HGNC:21738	['ADCK5', 'FLJ35454']	['aarF domain containing kinase 5']
HGNC:232	['ADCY1', 'AC1', 'DFNB44']	['adenylate cyclase 1', 'adenylate cyclase 1 (brain)', 'deafness, autosomal recessive 44']
HGNC:234	['ADCY3', 'AC3']	['adenylate cyclase 3']
HGNC:236	['ADCY5', 'AC5']	['adenylate cyclase 5']
HGNC:238	['ADCY7', 'KIAA0037', 'AC7']	['adenylate cyclase 7']
HGNC:240	['ADCY9', 'AC9']	['adenylate cyclase 9']
HGNC:44143	['ADCY10P1']	['adenylate cyclase 10, soluble pseudogene 1', 'adenylate cyclase 10 (soluble) pseudogene 1']
HGNC:242	['ADCYAP1R1', 'PAC1', 'PACAPR', 'PAC1R']	['ADCYAP receptor type I', 'PACAP receptor 1', 'adenylate cyclase activating polypeptide 1 (pituitary) receptor type I']
HGNC:244	['ADD2', 'ADDB']	['adducin 2', 'beta-adducin', 'adducin 2 (beta)']
HGNC:48682	['ADD3-AS1']	['ADD3 antisense RNA 1']
HGNC:21212	['ADGB', 'FLJ23121', 'dJ408K24.1', 'CAPN16', 'C6orf103']	['androglobin', 'chromosome 6 open reading frame 103']
HGNC:49543	['ADGRA1-AS1', 'GPR123-AS1']	['adhesion G protein-coupled receptor A1 antisense RNA 1', 'GPR123 antisense RNA 1']
HGNC:13839	['ADGRA3', 'FLJ38547', 'PGR21', 'GPR125']	['adhesion G protein-coupled receptor A3', 'G protein-coupled receptor 125']
HGNC:944	['ADGRB2', 'BAI2']	['adhesion G protein-coupled receptor B2', 'brain-specific angiogenesis inhibitor 2']
HGNC:19893	['ADGRD1', 'DKFZp434B1272', 'PGR25', 'GPR133']	['adhesion G protein-coupled receptor D1', 'G protein-coupled receptor 133']
HGNC:3336	['ADGRE1', 'TM7LN3', 'EMR1']	['adhesion G protein-coupled receptor E1', 'egf-like module containing, mucin-like, hormone receptor-like sequence 1', 'egf-like module containing, mucin-like, hormone receptor-like 1']
HGNC:23647	['ADGRE3', 'EMR3']	['adhesion G protein-coupled receptor E3', 'egf-like module containing, mucin-like, hormone receptor-like 3']
HGNC:1711	['ADGRE5', 'TM7LN1', 'CD97']	['adhesion G protein-coupled receptor E5', 'leukocyte antigen CD97', 'seven-span transmembrane protein', 'seven-transmembrane, heterodimeric receptor associated with inflammation', 'seven transmembrane helix receptor', 'CD97 antigen', 'CD97 molecule']
HGNC:18991	['ADGRF2', 'hGPCR35', 'PGR20', 'GPR111']	['adhesion G protein-coupled receptor F2', 'G protein-coupled receptor 111']
HGNC:19011	['ADGRF4', 'FLJ38076', 'PGR18', 'GPR115']	['adhesion G protein-coupled receptor F4', 'G protein-coupled receptor 115']
HGNC:32922	['ADGRF5P1', 'GPR116P1']	['adhesion G protein-coupled receptor F5 pseudogene 1', 'G protein-coupled receptor 116 pseudogene 1']
HGNC:4512	['ADGRG1', 'TM7LN4', 'TM7XN1', 'GPR56']	['adhesion G protein-coupled receptor G1', 'G protein-coupled receptor 56']
HGNC:13728	['ADGRG3', 'Pb99', 'PGR26', 'GPR97']	['adhesion G protein-coupled receptor G3', 'G protein-coupled receptor 97']
HGNC:19010	['ADGRG5', 'PGR27', 'GPR114']	['adhesion G protein-coupled receptor G5', 'G protein-coupled receptor 114']
HGNC:19241	['ADGRG7', 'FLJ14454', 'GPR128']	['adhesion G protein-coupled receptor G7', 'G protein-coupled receptor 128']
HGNC:18582	['ADGRL2', 'KIAA0786', 'LEC1', 'LPHH1', 'LPHN2']	['adhesion G protein-coupled receptor L2', 'latrophilin 1', 'latrophilin 2']
HGNC:50604	['ADGRL3-AS1', 'LPHN3-AS1']	['adhesion G protein-coupled receptor L3 antisense RNA 1', 'LPHN3 antisense RNA 1']
HGNC:17416	['ADGRV1', 'DKFZp761P0710', 'KIAA0686', 'FEB4', 'VLGR1', 'USH2C', 'MASS1', 'GPR98']	['adhesion G protein-coupled receptor V1', 'monogenic, audiogenic seizure susceptibility 1 homolog (mouse)', 'G protein-coupled receptor 98']
HGNC:250	['ADH1B', 'ADH2']	['alcohol dehydrogenase 1B (class I), beta polypeptide']
HGNC:252	['ADH4', 'ADH-2']	['alcohol dehydrogenase 4 (class II), pi polypeptide']
HGNC:254	['ADH5P1']	['entry withdrawn']
HGNC:22991	['ADH5P3']	['alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3']
HGNC:255	['ADH6', 'ADH-5']	['alcohol dehydrogenase 6 (class V)']
HGNC:16354	['ADHFE1', 'ADHFe1', 'FLJ32430']	['alcohol dehydrogenase, iron containing 1', 'hydroxyacid-oxoacid transhydrogenase']
HGNC:52339	['ADI1P1']	['acireductone dioxygenase 1 pseudogene 1']
HGNC:52341	['ADI1P3']	['acireductone dioxygenase 1 pseudogene 3']
HGNC:13633	['ADIPOQ', 'ACRP30', 'AdipoQ', 'apM1', 'GBP28', 'adiponectin', 'ACDC']	['adiponectin, C1Q and collagen domain containing', 'adipose most abundant gene transcript 1', 'adiponectin precursor', 'adipocyte, C1Q and collagen domain containing']
HGNC:24040	['ADIPOR1', 'PAQR1', 'ACDCR1']	['adiponectin receptor 1']
HGNC:44911	['ADIPOR1P2']	['adiponectin receptor 1 pseudogene 2']
HGNC:24043	['ADIRF', 'APM2', 'AFRO', 'C10orf116']	['adipogenesis regulatory factor', 'adipose specific 2', 'adipose most abundant gene transcript 2', 'adipogenesis factor rich in obesity', 'chromosome 10 open reading frame 116']
HGNC:257	['ADK', 'AK']	"['adenosine kinase', ""adenosine 5'-phosphotransferase""]"
HGNC:28898	['ADM2', 'AM2', 'FLJ21135']	['adrenomedullin 2']
HGNC:15766	['ADNP', 'KIAA0784', 'ADNP1']	['activity dependent neuroprotector homeobox', 'ADNP homeobox 1', 'activity-dependent neuroprotector']
HGNC:23803	['ADNP2', 'KIAA0863', 'ZNF508']	['ADNP homeobox 2', 'zinc finger protein 508']
HGNC:262	['ADORA1', 'RDC7']	['adenosine A1 receptor']
HGNC:37122	['ADORA2A-AS1', 'FLJ34651', 'C22orf45']	['ADORA2A antisense RNA 1', 'chromosome 22 open reading frame 45']
HGNC:265	['ADORA2BP1', 'ADORA2BP']	['adenosine A2b receptor pseudogene 1', 'adenosine A2b receptor pseudogene']
HGNC:267	['ADORA2L2']	['entry withdrawn']
HGNC:25250	['ADPGK', 'DKFZp434B195', 'ADP-GK']	['ADP dependent glucokinase']
HGNC:269	['ADPRH', 'ARH1']	['ADP-ribosylarginine hydrolase', '[Protein ADP-ribosylarginine] hydrolase']
HGNC:21304	['ADPRHL2', 'ARH3', 'FLJ20446']	['ADP-ribosylhydrolase like 2', 'ADP-ribosylarginine hydrolase like 2']
HGNC:277	['ADRA1A', 'ADRA1L1', 'ADRA1C']	['adrenoceptor alpha 1A', 'adrenergic, alpha-1A-, receptor']
HGNC:280	['ADRA1D', 'ADRA1R', 'ADRA1A', 'ADRA1']	['adrenoceptor alpha 1D', 'adrenergic, alpha-1D-, receptor']
HGNC:282	['ADRA2B', 'ADRARL1', 'ADRA2L1', 'ADRA2RL1']	['adrenoceptor alpha 2B', 'adrenergic, alpha-2B-, receptor']
HGNC:285	['ADRB1', 'ADRB1R']	['adrenoceptor beta 1', 'adrenergic, beta-1-, receptor']
HGNC:288	['ADRB3']	['adrenoceptor beta 3', 'adrenergic, beta-3-, receptor']
HGNC:291	['ADSL']	['adenylosuccinate lyase']
HGNC:20093	['ADSSL1', 'FLJ38602']	['adenylosuccinate synthase like 1']
HGNC:293	['ADT']	['entry withdrawn']
HGNC:24051	['AEBP2', 'MGC17922']	['AE binding protein 2']
HGNC:307	['AES', 'GRG5', 'TLE5']	['amino-terminal enhancer of split']
HGNC:310	['AFA']	['ankyloblepharon filiforme adnatum']
HGNC:28141	['AFAP1-AS1', 'MGC10981', 'AFAP1AS', 'AFAP1-AS']	['AFAP1 antisense RNA 1', 'AFAP1 antisense RNA (non-protein coding)', 'AFAP1 antisense RNA 1 (non-protein coding)']
HGNC:25901	['AFAP1L2', 'FLJ14564', 'Em:AC005383.4', 'XB130', 'KIAA1914']	['actin filament associated protein 1 like 2', 'KIAA1914', 'actin filament associated protein 1-like 2']
HGNC:7137	['AFDN', 'AF-6', 'AF6', 'MLLT4']	['afadin, adherens junction formation factor', 'myeloid/lymphoid or mixed-lineage leukemia; translocated to, 4']
HGNC:7135	['AFF1', 'AF-4', 'AF4', 'PBM1', 'MLLT2']	['AF4/FMR2 family member 1', 'myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 2', 'pre-B-cell monocytic leukemia partner 1', 'AF4/FMR2 family, member 1']
HGNC:41334	['AFF2-IT1']	['AFF2 intronic transcript 1', 'AFF2 intronic transcript 1 (non-protein coding)']
HGNC:17869	['AFF4', 'AF5Q31', 'MCEF']	['AF4/FMR2 family member 4', 'ALL1 fused gene from 5q31', 'AF4/FMR2 family, member 4']
HGNC:315	['AFG3L2', 'SPAX5', 'SCA28']	['AFG3 like matrix AAA peptidase subunit 2', 'AFG3 (ATPase family gene 3, yeast)-like 2', 'spinocerebellar ataxia 28', 'AFG3 ATPase family member 3-like 2 (S. cerevisiae)', 'AFG3 like AAA ATPase 2']
HGNC:316	['AFM', 'ALB2', 'ALBA']	['afamin']
HGNC:317	['AFP', 'FETA', 'HPAFP']	['alpha fetoprotein']
HGNC:318	['AGA', 'ASRG']	['aspartylglucosaminidase', 'glycosylasparaginase', 'N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase']
HGNC:41427	['AGAP1-IT1']	['AGAP1 intronic transcript 1', 'AGAP1 intronic transcript 1 (non-protein coding)']
HGNC:48633	['AGAP2-AS1', 'LOC100130776', 'PUNISHER']	['AGAP2 antisense RNA 1']
HGNC:23459	['AGAP4', 'Em:AC012044.1', 'MRIP2', 'CTGLF1', 'AGAP8', 'CTGLF5']	['ArfGAP with GTPase domain, ankyrin repeat and PH domain 4', 'centaurin, gamma-like family, member 1', 'ArfGAP with GTPase domain, ankyrin repeat and PH domain 8', 'centaurin, gamma-like family, member 5']
HGNC:23466	['AGAP6', 'bA324H6.1', 'CTGLF3']	['ArfGAP with GTPase domain, ankyrin repeat and PH domain 6', 'centaurin, gamma-like family, member 3']
HGNC:23463	['AGAP9', 'bA301J7.2', 'FLJ00312', 'CTGLF6']	['ArfGAP with GTPase domain, ankyrin repeat and PH domain 9', 'centaurin, gamma-like family, member 6']
HGNC:29421	['AGAP11', 'KIAA1975']	['ArfGAP with GTPase domain, ankyrin repeat and PH domain 11', 'ankyrin repeat and GTPase domain Arf GTPase activating protein 11']
HGNC:23499	['AGAP13P', 'bA548K23.1', 'CTGLF9P']	['ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene', 'centaurin, gamma-like family, member 9 pseudogene']
HGNC:26504	['AGBL1', 'FLJ32310', 'CCP4']	['ATP/GTP binding protein like 1', 'cytosolic carboxypeptidase 4']
HGNC:26296	['AGBL2', 'FLJ23598', 'CCP2']	['ATP/GTP binding protein like 2', 'cytoplasmic carboxypeptidase 2']
HGNC:25892	['AGBL4', 'FLJ14442', 'CCP6']	['ATP/GTP binding protein like 4', 'cytosolic carboxypeptidase 6']
HGNC:26147	['AGBL5', 'FLJ21839', 'CCP5']	['ATP/GTP binding protein like 5', 'cytosolic carboxypeptidase 5']
HGNC:41484	['AGBL5-IT1']	['AGBL5 intronic transcript 1', 'AGBL5 intronic transcript 1 (non-protein coding)']
HGNC:5175	['AGFG1', 'RIP', 'RAB', 'HRB']	['ArfGAP with FG repeats 1', 'HIV-1 Rev binding protein']
HGNC:24684	['AGGF1', 'VG5Q', 'HSU84971', 'FLJ10283', 'GPATC7', 'GPATCH7']	['angiogenic factor with G-patch and FHA domains 1']
HGNC:38052	['AGGF1P2']	['angiogenic factor with G-patch and FHA domains 1 pseudogene 2']
HGNC:38054	['AGGF1P4']	['angiogenic factor with G-patch and FHA domains 1 pseudogene 4']
HGNC:51744	['AGGF1P6']	['angiogenic factor with G-patch and FHA domains 1 pseudogene 6']
HGNC:51745	['AGGF1P8']	['angiogenic factor with G-patch and FHA domains 1 pseudogene 8']
HGNC:51747	['AGGF1P10']	['angiogenic factor with G-patch and FHA domains 1 pseudogene 10']
HGNC:37661	['AGKP1', 'AGKY1']	['acylglycerol kinase pseudogene 1', 'acylglycerol kinase Y-linked pseudogene 1']
HGNC:18407	['AGMAT', 'FLJ23384']	['agmatinase', 'agmatine ureohydrolase (agmatinase)']
HGNC:323	['AGMX2']	['agammaglobulinemia, X-linked 2 (with growth hormone deficiency)']
HGNC:3263	['AGO2', 'hAGO2', 'Q10', 'EIF2C2']	['argonaute 2, RISC catalytic component', 'argonaute 2', 'eukaryotic translation initiation factor 2C, 2', 'argonaute RISC catalytic component 2']
HGNC:18424	['AGO4', 'hAGO4', 'KIAA1567', 'FLJ20033', 'EIF2C4']	['argonaute 4, RISC catalytic component', 'argonaute 4', 'eukaryotic translation initiation factor 2C, 4', 'argonaute RISC catalytic component 4']
HGNC:325	['AGPAT2', 'LPAAT-beta', 'BSCL']	['1-acylglycerol-3-phosphate O-acyltransferase 2', 'lysophosphatidic acid acyltransferase, beta', 'Berardinelli-Seip congenital lipodystrophy', '1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)']
HGNC:20885	['AGPAT4', 'LPAAT-delta', 'dJ473J16.2']	['1-acylglycerol-3-phosphate O-acyltransferase 4', 'lysophosphatidic acid acyltransferase, delta', '1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)']
HGNC:20886	['AGPAT5', 'FLJ11210', 'LPAAT-e', 'LPAAT-epsilon']	['1-acylglycerol-3-phosphate O-acyltransferase 5', 'lysophosphatidic acid acyltransferase, epsilon', '1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)']
HGNC:327	['AGPS', 'ADHAPS', 'ADAS', 'ALDHPSY', 'ADPS', 'ADAP-S']	['alkylglycerone phosphate synthase']
HGNC:24167	['AGR3', 'HAG3', 'hAG-3', 'BCMP11', 'PDIA18']	['anterior gradient 3, protein disulphide isomerase family member', 'breast cancer membrane protein 11', 'protein disulfide isomerase family A, member 18', 'anterior gradient 3 homolog (Xenopus laevis)']
HGNC:330	['AGRP', 'Agrt', 'ART', 'ASIP2']	['agouti related neuropeptide', 'agouti (mouse) related protein', 'agouti related protein homolog (mouse)']
HGNC:17258	['AGTPBP1', 'KIAA1035', 'Nna1', 'CCP1']	['ATP/GTP binding protein 1', 'cytosolic carboxypeptidase 1', 'tubulinyl-Tyr carboxypeptidase', 'carboxypeptidase-tubulin', 'tyrosine carboxypeptidase', 'soluble carboxypeptidase']
HGNC:338	['AGTR2', 'AT2', 'MRX88']	['angiotensin II receptor type 2', 'angiotensin receptor 2']
HGNC:340	['AGTRL2']	['entry withdrawn']
HGNC:14412	['AGXT2', 'AGT2']	['alanine--glyoxylate aminotransferase 2', 'beta-alanine-pyruvate aminotransferase', 'beta-ALAAT II', 'alanine-glyoxylate aminotransferase 2']
HGNC:24620	['AHCTF1P1', 'ELYS-like', 'AHCTF1P']	['AT-hook containing transcription factor 1 pseudogene 1', 'AT hook containing transcription factor 1 pseudogene', 'AT hook containing transcription factor 1 pseudogene 1']
HGNC:344	['AHCYL1', 'XPVKONA', 'IRBIT', 'PPP1R78']	['adenosylhomocysteinase like 1', 'inositol 1,4,5-trisphosphate receptor-binding protein', 'protein phosphatase 1, regulatory subunit 78', 'S-adenosylhomocysteine hydrolase-like 1', 'adenosylhomocysteinase-like 1']
HGNC:44993	['AHCYP1']	['adenosylhomocysteinase pseudogene 1']
HGNC:44995	['AHCYP3']	['adenosylhomocysteinase pseudogene 3']
HGNC:44997	['AHCYP5']	['adenosylhomocysteinase pseudogene 5']
HGNC:44999	['AHCYP7']	['adenosylhomocysteinase pseudogene 7']
HGNC:25230	['AHDC1', 'DJ159A19.3', 'RP1-159A19.1']	['AT-hook DNA binding motif containing 1', 'AT hook, DNA binding motif, containing 1']
HGNC:347	['AHNAK', 'MGC5395']	['AHNAK nucleoprotein', 'desmoyokin', 'AHNAK nucleoprotein (desmoyokin)']
HGNC:348	['AHR', 'bHLHe76']	['aryl hydrocarbon receptor']
HGNC:1189	['AHSA1', 'p38', 'Aha1', 'hAha1', 'C14orf3']	['activator of HSP90 ATPase activity 1', 'chromosome 14 open reading frame 3', 'AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)']
HGNC:349	['AHSG', 'FETUA', 'A2HS', 'HSGA']	['alpha 2-HS glycoprotein', 'fetuin A']
HGNC:350	['AIC']	['Aicardi syndrome']
HGNC:25761	['AIDA', 'FLJ12806', 'C1orf80']	['axin interactor, dorsalization associated', 'axin interaction partner and dorsalization antagonist', 'chromosome 1 open reading frame 80']
HGNC:28904	['AIF1L', 'IBA2', 'FLJ12783', 'C9orf58']	['allograft inflammatory factor 1 like', 'chromosome 9 open reading frame 58', 'allograft inflammatory factor 1-like']
HGNC:44884	['AIFM1P1']	['apoptosis inducing factor, mitochondria associated 1 pseudogene 1', 'apoptosis-inducing factor, mitochondrion-associated, 1 pseudogene 1']
HGNC:26398	['AIFM3', 'AIFL', 'FLJ30473']	['apoptosis inducing factor, mitochondria associated 3', 'apoptosis-inducing factor, mitochondrion-associated, 3']
