	1
Hsa-miR-100	1222
p27 KIP1	1223
ART4	1224
TMEM16A	1225
TMEM16C	1226
PNMA2	1227
TMEM16E	1228
TMEM16D	1229
whirlin	1230
TMEM16F	1231
Tpd52	1232
cerebral cavernous malformation 1	1233
cerebral cavernous malformation 2	1234
TMEM16J	1235
GAL4(DBD)	1236
tissue inhibitor of metalloproteinases 4	1237
Asgr1	1238
siRNA(WT1	1239
tcp14	1240
TRIML2	1241
plexin-B1 and  -B2	1242
TRIML1	1243
Heat shock protein 27	1244
TdR kinase-1 (TK-1	1245
estrogen receptor 1	1246
Heat shock protein 22	1247
hormone receptor 51	1248
receptor activator of nuclear factor kappa b ligand	1249
hsa-mir-451a	1250
BEX4	1251
C(4) (LTC(4)	1252
BEX2	1253
BEX1	1254
WNT1-inducible signaling pathway protein 2	1255
SorCS1	1256
SorCS2	1257
SorCS3	1258
Ids	1259
PIN-FORMED 1	1260
RFC(5	1261
Ido	1262
TMEM163	1263
VPAC(1)	1264
TMEM165	1265
TMEM164	1266
GABA-, AT	1267
TMEM166	1268
FOXN4	1269
FA/BRCA	1270
Ide	1271
Actin-interacting Protein 1	1272
FOXN1	1273
LeExp2	1274
FOXN3	1275
Barhl2	1276
Barhl1	1277
Ca(II	1278
Ataxin3	1279
rsp5	1280
estrogen receptor a	1281
estrogen receptor b	1282
Phb)1	1283
Niemann-Pick C1-Like1	1284
cyp 2a4	1285
olfactomedin 2	1286
Imp7/8	1287
olfactomedin 4	1288
IFFO1	1289
interferon gamma (IFNg)	1290
RCOPR/COP	1291
IFFO2	1292
hrp48	1293
high-grade dysplasia (HGD)/nSQ	1294
SNAP91	1295
Activin A receptor type I	1296
S6K1 and Akt	1297
pref-1	1298
NAD(P)Hquinone oxidoreductase 1	1299
Glucocorticoid-induced transcript 1	1300
JAK246/1	1301
CD8lowCD100	1302
eIF4E Binding Protein 2	1303
toll-like receptor 3 and 7/8	1304
Corticotropin-releasing hormone receptor 1	1305
Gc-MAF	1306
ARL 6	1307
Sphingomyelin synthase 2	1308
CYP b	1309
Heme oxygenase-1	1310
tumor growth factor-beta1	1311
Heme oxygenase-2	1312
IGF-I) receptor	1313
pelo	1314
toxicity equivalency factor	1315
Rho3p	1316
hspb12	1317
ChSy-1	1318
retinoblastoma protein-interacting zinc-finger	1319
Aac3	1320
polycystic kidney disease 1	1321
polycystic kidney disease 2	1322
V4-6	1323
14-3-3 eta	1324
Cytochrome P-450 reductase	1325
Cholera Toxin Subunit B	1326
Th1/17	1327
SRP14	1328
X-IAP	1329
TLR-2, -4	1330
Nedd4-family interacting protein 1	1331
fluorescence recovery protein	1332
MEI-1	1333
AUXIN RESPONSE FACTOR 8	1334
rIL-1 beta and Bk	1335
Kruppel-like factor (KLF) 13	1336
colony-stimulating factor 3	1337
AUXIN RESPONSE FACTOR 3	1338
BW PDTC and 1	1339
WUS	1340
70-kDa ribosomal protein S6 kinase 1	1341
DDH-1	1342
HPRT	1343
SEP15	1344
phospholipase A2 group IVB	1345
phospholipase A2 group IVA	1346
MiR-3665	1347
TNFR-associated factor 2	1348
MCM4, - 5, - 6, - 7	1349
DIM-7	1350
TNFR-associated factor 6	1351
DIM-1	1352
CD/DAP	1353
Peroxisome Proliferator-Activated Receptor Gamma, Coactivator 1 Alpha	1354
K-, H-, and N-RAS	1355
MiR-410	1356
Ca(2+) -dependent activator protein for secretion 2	1357
RLF	1358
HSC73	1359
HSC70	1360
HSC71	1361
NS2(C/NS2	1362
beta-1 (15-18 Hz)/theta (4-7 Hz) ratio (BTR)	1363
nuclear factor I/A	1364
CYP1A and 3A	1365
M1	1366
Placental Alkaline Phosphatase	1367
M3	1368
M2	1369
SER2	1370
CORYMBOSA1	1371
hypocretin receptors 1 and 2	1372
nuclear factor I/C	1373
heat shock transcription factor protein 1	1374
Bcl  -xL	1375
junctional adhesion molecule C	1376
junctional adhesion molecule A	1377
cyclin B1, D1, D2, E1	1378
miR-212/132	1379
betaine-homocysteine S-methyltransferase 2	1380
dROM	1381
gamma-H2A.X	1382
interleukin 1, beta), TNF [tumor necrosis factor (TNF superfamily, member 2	1383
CSF-1 and complement factor B	1384
CMYC	1385
mmu-miR-326	1386
MIP-2 a	1387
MAS L	1388
programmed cell-death ligand 1	1389
MIP-2 b	1390
chitinase-3-like 1	1391
PR domain containing 5 PFM2	1392
Air1p	1393
Mn	1394
emx2	1395
emx3	1396
TP53I3	1397
emx1	1398
cullin-4b	1399
Basp1	1400
PanK2	1401
B3/25	1402
CaP 4	1403
calcitonin-like receptor	1404
neural precursor cell-expressed developmentally down-regulated protein 4-2	1405
Importin7	1406
ME	1407
Grx3	1408
zFbxo7	1409
Plasminogen inhibitor activator type 1	1410
interleukin-6 (IL)-6	1411
Endothelin-Converting Enzyme 1	1412
MB	1413
MMP-2,-3,-8 -9	1414
tumor necrosis factor receptor-I	1415
C-C chemokine ligand-2	1416
Fbx15	1417
MI	1418
MK	1419
MT	1420
MV	1421
HMT1	1422
MP	1423
MS	1424
MR	1425
RSC9	1426
Fbln1D	1427
MY	1428
SMAD family member  5	1429
SrCAp	1430
integrin alpha 6/beta 4	1431
CCCTC binding factor	1432
RALBP1	1433
Yb1	1434
Yb2	1435
calmodulin-dependent protein kinase-II	1436
HL-1(Pkp2-shRNA)	1437
PRL-1	1438
PRL-2	1439
PRL-3	1440
AtSLAC1	1441
Meis homeobox 2	1442
matrix metalloproteinase-1 and -3	1443
ZNF835	1444
solute carrier 44a2	1445
C = 33/O = 0	1446
matrix metalloproteinase-1 and -9	1447
intercellular adhesion molecule-1, tissue factor	1448
dMiro	1449
HAIKU2	1450
ABAD	1451
Interleukin-1 b	1452
receptor interacting protein kinase-1	1453
Cyclin-Dependent Kinase-1	1454
C1A and C1B	1455
coat protein	1456
JNK>ERK	1457
X-ray repair cross-complementing proteins 1	1458
TrxR-1	1459
MiR-99a	1460
protein disulphide isomerase	1461
mPINC	1462
VH1-related human protein	1463
d-amino-acid oxidase	1464
(A4) to 2  weeks; tumor necrosis factor, transforming growth factor, beta 1	1465
Krimper	1466
annexin VII	1467
Secretoglobin family 1A member 1	1468
miR-132-3p	1469
E3 identified by differential display	1470
SUGCT	1471
MiR  -106b	1472
CD317	1473
Phosphatidylinositol 4-kinase IIIb	1474
methyltransferase-like 22	1475
Calcitonin-gene related peptide	1476
CD318	1477
CD319	1478
Microsomal prostaglandin E synthase 1	1479
enoyl coenzyme A hydratase, short chain, 1	1480
IL  -12	1481
Peptide:N-glycanase	1482
LC3-I and -II, and lysosome-associated membrane protein 1	1483
Rim1	1484
Rim2	1485
Rim3	1486
SLC17A4	1487
SLC17A5	1488
SLC17A6	1489
SLC17A7	1490
Rim8	1491
SLC17A1	1492
PRL-R	1493
DLX1/2/5/6	1494
PRL-L	1495
HbE	1496
very late activation protein -2	1497
tRNA(-Glu	1498
IRF-1 and 2	1499
Wnt1-induced secreted protein 1	1500
Sle1-hCD19Tg	1501
CDP-diacylglycerol synthase	1502
tRNA(Ser(AGY)	1503
P1 and P70	1504
Cdc25 A	1505
beta = -4	1506
kcnj10	1507
AP5B1	1508
dynamin 1-like	1509
Capicua	1510
CHMP4B	1511
CHMP4C	1512
mitogen-activated/extraceluer signal regulated kinase 1	1513
PCYT1b	1514
Sct receptor	1515
miR374b	1516
Mef2ca	1517
Mef2cb	1518
vimentin- and S-100	1519
Nph3	1520
Tfr2(mut)	1521
tumour necrosis factor level	1522
SWS2-A and -B	1523
PW1(+)/Pax7	1524
DAbl	1525
Phd1p	1526
dZIP71B	1527
Lysophosphatidylethanolamine acyltransferase	1528
Mfp2	1529
gstr1	1530
myosin phosphatase targeting-1	1531
P2 and P1	1532
KDEL receptor 1	1533
octamer binding transcription factor-3/4	1534
P2 and P4	1535
P2 and P5	1536
cytotoxic T lymphocyte antigen (CTLA)-4	1537
Myb-MuvB/DREAM	1538
Glycogen Synthase Kinase-3	1539
calcium/calmodulin-dependent protein kinase	1540
endomucin	1541
vascular endothelialgrowth factor receptor 2	1542
Klippel-Feil syndrome	1543
Fatty acid-binding protein-4	1544
soluble N-ethylmaleimide-sensitive factor attachment protein receptor	1545
maltose binding protein	1546
Fatty acid-binding protein-2	1547
L-type (Ca(v)1.2	1548
ACBP	1549
p53-associated parkin-like cytoplasmic protein	1550
AtGA3ox1	1551
MTA1/3	1552
cTNI	1553
cyclin G1 and insulin-like growth factor-1 receptor	1554
granulocyte-macrophage colony-stimulating factor, and interferon-b	1555
Inhibitor kB kinase 2	1556
mTP53	1557
mitofusin	1558
Entpd 2, 4, and 5	1559
HOXB13	1560
Dnaja2	1561
Dnaja3	1562
ORF2a, 3 and 4	1563
MiR-671-5p	1564
Apoptosis-inducing factor 1 mitochondrial	1565
Aldolase B	1566
Aldolase A	1567
Psma3	1568
melanocortin receptor (MCR4), leptin receptor	1569
Claudin-3 and -4	1570
Claudin-3 and -5	1571
IL-) 1, 2, 3	1572
PINK-1	1573
megator	1574
CK1/2	1575
acetyl-Coenzyme A acetyltransferase 2	1576
PPP3CA	1577
PPP3CB	1578
PPP3CC	1579
Cartilage Derived Morphogenetic Protein-2	1580
Programmed Death Ligand-1	1581
LIF	1582
LIG	1583
Heart fatty acid-binding protein	1584
DR-11	1585
LIM	1586
kinesin 2	1587
IMPA)1	1588
HLA-A, 66 HLA-B	1589
IL-12RB2	1590
IL-12RB1	1591
Karyopherin Alpha 2	1592
LIP	1593
LIR	1594
LIX	1595
Fc gamma RIIB	1596
bile acid-CoA:amino acid N-acyltransferase	1597
aldo-keto reductase family 1B10	1598
Familial Mediterranean Fever	1599
kruppel-like factor 4	1600
TPL-2	1601
cytochrome p450 24A1	1602
Src homology-2 domain-containing phosphatase2	1603
ADRA2A	1604
ADRA2B	1605
ADRA2C	1606
tulp	1607
TEX26	1608
calcineurin B homologous protein 1	1609
IKK complex-associated protein	1610
TEX22	1611
Srp14	1612
Sphingosine 1-Phosphate Receptor 1	1613
Tropomyosin Receptor Kinase B	1614
b1-adrenoceptor	1615
Vein	1616
Fet3p	1617
epidermal-growth-factor receptor	1618
zGPR81-2	1619
pro-insulin	1620
M3 Muscarinic Receptor	1621
CD4+ count and VL	1622
iba-1	1623
Agouti related-peptide	1624
nse	1625
synaptotagmin-3, -5, -7, and -8	1626
PCYT1B	1627
granulocyte-colony stimulating factor receptor	1628
neuronal Ca(V)2.1	1629
cytokeratin endo B	1630
tryptophan-hydroxylase 1 and 2	1631
Natural-killer group 2 member D	1632
sideroflexin1 and 3	1633
SYT9	1634
Dock8	1635
Dock9	1636
P-450 LM2	1637
Dock2	1638
SYT1	1639
SYT2	1640
Dock1	1641
SYT4	1642
Dock7	1643
Dock4	1644
Dock5	1645
LI4	1646
LI5	1647
guanylate cyclase activator 1A	1648
Ganglioside GM2 activator	1649
programmed cell death protein4	1650
LI2	1651
LI3	1652
Napsin A	1653
KI 1	1654
PKCalpha/beta	1655
Ayu17-449	1656
Ah (Dioxin) receptor	1657
retinal binding protein	1658
SBEM	1659
semaphorin 7A	1660
PER3	1661
cytB	1662
AtSOS1	1663
protease activated receptor-1 and -4	1664
Cx(3)cr1	1665
formyl peptide receptor	1666
plasminogen activator-inhibitor 1	1667
hPEPT1	1668
TS-2	1669
sarco/endoplasmic reticulum calcium ATPase-2	1670
transcortin	1671
ST 20	1672
Aldh3a1	1673
Hsd17b11	1674
SAP30	1675
PER2	1676
Neogenin	1677
PrxV	1678
NBL1	1679
cytb	1680
Lipocortin II	1681
tumor-necrosis factor-alpha	1682
bngr-A2	1683
tps23	1684
ifit1	1685
PrxI	1686
BSK1, a receptor-like cytoplasmic kinase	1687
melanocortin-1receptor	1688
MODY 3	1689
MODY 2	1690
MODY 1	1691
MODY 5	1692
TAOS 2	1693
Prx6	1694
Prx7	1695
TGFbeta	1696
Prx5	1697
Prx2	1698
Ro/SSA	1699
Chymotrypsinogen-B2	1700
Prx1	1701
oxidative phosphorylation (OXPHOS)-related molecules, including peroxisome proliferator-activated receptor-y coactivator (PGC)-1a	1702
beta 2-adrenoceptor	1703
C/EBP) and GATA	1704
AtMYC1	1705
KLHL5	1706
vascular cell adhesion molecule-1, and intracellular adhesion molecule-1	1707
Mis18 binding protein 1	1708
pdp-1	1709
microtubule  -associated protein  -2	1710
Upstream stimulatory factor 2	1711
b-glicerophosphate	1712
Upstream stimulatory factor 1	1713
Beta2 Microglobulin	1714
Kir2.1	1715
Kir2.2	1716
Kir2.3	1717
Kir2.4	1718
heat shock Protein 70.2	1719
MDCL	1720
KIR/KIR-ligand	1721
Lap3 and   1	1722
Cox20	1723
Stoned-A	1724
Murine Double Minute X	1725
rsk2	1726
general control nonderepressible 2 kinase	1727
dme-miR-12-5p	1728
bZIP60	1729
upstream stimulatory factor 2	1730
zDHHC3	1731
upstream stimulatory factor 1	1732
Nicalin	1733
zDHHC9	1734
Krm1/2	1735
L1	1736
PKC   (K281W	1737
Slc23a1	1738
Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	1739
SMPD1	1740
ubiquitin-fusion degradation protein 1	1741
SMPD3	1742
SMPD2	1743
Neuropep-1	1744
BRIP1	1745
PDE11A	1746
Yotiao	1747
translocase of outer mitochondrial membrane 40	1748
Snord12	1749
SynCaM	1750
Thp5	1751
adrenergic beta-1 receptor	1752
Cia5	1753
nitric oxide synthase interacting protein	1754
Cia3	1755
Src(Y416	1756
Dusp15	1757
proteolipid protein 1	1758
Eo-colony-stimulating activity (CSF)	1759
cytochrome P450 (CYP) 2D6 and 3	1760
EGFR-TKI	1761
DEP domain-containing protein 5	1762
interleukin (IL)- 4	1763
alpha 1 and beta 1	1764
Recombination activating gene 1	1765
AtAPC10	1766
Fasting-induced adipose factor	1767
NAD(P)H-quinone oxidoreductase-1 and heme oxygenase-1	1768
Isg-15	1769
adenylate cyclase 7	1770
NPY2R	1771
Argfx	1772
adenylate cyclase 2	1773
Crz receptor	1774
Tph	1775
extracellular signal regulated kinase (Erk)1/2	1776
E2 Factor 1	1777
NK-lysin	1778
Fibrillin-3	1779
adenylate cyclase 8	1780
VAC alpha	1781
Prostaglandin-H2 D-isomerase	1782
Dscam1	1783
pyl5	1784
Pan	1785
Uracil Phosphoribosyltransferase	1786
Trf4/5-Air1/2-Mtr4 polyadenylation	1787
modifier of transcription 1	1788
glial fibrillary acidic protein(-)	1789
GCN5-related N-acetyltransferase	1790
cyclin D1/D2/D3	1791
hVDAC1	1792
hVDAC3	1793
f8h	1794
CA/CA	1795
extracellular signal regulated kinase (ERK)-1/2	1796
DNA Damage-inducible Transcript 4	1797
Ec-SOD]	1798
IRF8(K108E	1799
cyclin-dependent kinase inhibitor 2A, metastasis suppressor 1	1800
TRPH	1801
high mobility group-box 1	1802
dPQBP1	1803
ubiquitin-conjugating enzyme E2-J1	1804
histone deacetylase1	1805
osteonectin	1806
histone deacetylase6	1807
hKCa3.1	1808
Liver X receptor a	1809
PP2A) and 1	1810
miR-4284	1811
calcium-promoted Ras inactivator	1812
miRNA (miR)-126	1813
p38 kinase, caspases 9 and 3	1814
acetylcholine receptor	1815
PDGF BB and CRP	1816
Transforming growth-interacting factor	1817
histone deacetylase5	1818
ODC1	1819
alpha7 nicotinic acetylcholine receptor	1820
Gtr2	1821
BGLF4	1822
CHIP-TPR	1823
Class III beta tubulin	1824
Macrophage inflammatory protein 1a	1825
ALCL-ALK	1826
glutaredoxin-3	1827
psaA	1828
CYP9A22	1829
TLR4a	1830
miR-27a and 14-3-3	1831
psaB	1832
hsa-miR-1908	1833
YAH1	1834
microRNA-503	1835
Mitochondrial Ribosomal Protein S18C	1836
insulin-like growth factor (IGF)-binding protein-1	1837
type-II 5'-deiodinase	1838
PLT Index and AST	1839
fructose-biphosphatase	1840
MIR873	1841
ABCA1p	1842
nas-6	1843
CTHRC-1	1844
BGLF2	1845
VEGF Receptor-2	1846
methylcytosine binding domain protein 2	1847
Par Domain Protein 1	1848
Ubiquitously transcribed tetratricopeptide repeat, X chromosome	1849
Signal peptide-CUB-EGF-like domain-containing protein 3	1850
N-acyl-phosphatidyl ethanolamide-hydrolysing phospholipase D	1851
U5 snRNP	1852
Low PSII Accumulation2	1853
Ino Eighty Subunit 2	1854
VirF	1855
AP2/ERF	1856
hypoxanthine guanine phosphoribosyltransferase 1	1857
PHOX2b	1858
Cyp301a1	1859
CASM/Rd/IFA	1860
P450(SCC)	1861
cyb-3	1862
Genetic alteration	1863
IGF- BP3	1864
hsa-miR-190a	1865
P1, M1 and T1	1866
MLPLI	1867
MMP-2, -3, -9 and -14	1868
Hrt3	1869
interferon beta 1	1870
mRIG-I, dRIG-I and gRIG-I	1871
cytochrome p450 17A1	1872
CRE-BP1	1873
cell-surface antigen (CDII)	1874
FKBP14	1875
FKBP15	1876
FKBP12	1877
chloride channel 7	1878
FKBP10	1879
PDC-109	1880
IL1alpha	1881
placental lactogen	1882
FBXO10	1883
FBXO11	1884
SNMP1	1885
FBXO17	1886
amyloid precursor protein	1887
FBXO15	1888
TRBJ2-5	1889
elastase 1	1890
elastase 2	1891
sialic acid-binding immunoglobulin-like lectins-10	1892
Dop1p	1893
PEC-60	1894
Ma-1	1895
SNORD48	1896
pim2	1897
RHEB	1898
SNORD43	1899
BCLAF1	1900
SNORD44	1901
cup-4	1902
Adig	1903
PAR-1/c-Src	1904
Zona occludens-1	1905
H3.3B	1906
fVIII	1907
vascular endothelial cadherin	1908
TGL3	1909
Lyl-1	1910
TGL1	1911
AATYK	1912
TGL5	1913
TGL4	1914
Usp4	1915
MRTF-B	1916
dhx40	1917
MRTF-A	1918
SKI	1919
MSCs-Del1	1920
FKBP1b	1921
TBX-21	1922
FKBP1a	1923
c.1491	1924
podocalyxin-like	1925
Niemann-Pick C1	1926
light chain (LC) 3A	1927
OATP1B1/3	1928
cannabinoid type 1 receptors	1929
b=-0.389	1930
methylenetetrahydrofolate-reductase	1931
growth arrest-specific 1	1932
dPtm	1933
N-CAM	1934
Rno-let-7d	1935
growth arrest-specific 5	1936
ATHB12	1937
N-acetyl-D-glucosamine (NAG)	1938
Pdk1	1939
Kat60-L1	1940
Pdk2	1941
FKBP1B	1942
Pdk4	1943
FKBP1A	1944
F4/80	1945
monoamine oxidase-B	1946
IgE cross-linking and IL-3	1947
MKT1	1948
transmembrane protein 241	1949
aMSH	1950
Per-Arnt-Sim domain-containing kinase	1951
endothelin 1 and tachykinin receptor 1	1952
Dock180	1953
dUGP	1954
P210	1955
sub1	1956
Choline Kinase	1957
annexin7	1958
C-HT	1959
c-Jun-N-terminal Kinase	1960
Scn5a	1961
3-OST isoform 1	1962
PEBP-1	1963
LEUNIG_HOMOLOG	1964
Drosophila dopamine 2-like receptor	1965
G  protein-coupled estrogen receptor  1	1966
ZNF721	1967
cyclin-dependent kinase 2-associated protein 1	1968
hDOHH	1969
Panc-PAUF	1970
interleukin 28b	1971
Chondroitinase	1972
SMC1-SMC3	1973
CGA	1974
deamidase	1975
FIAF	1976
Golga3	1977
YUCCA8	1978
IL-3 (class II receptor)	1979
MAP17	1980
LGALS9C	1981
A disintegrin and metalloproteinase 17	1982
Scn5A	1983
YUCCA1	1984
A disintegrin and metalloproteinase 10	1985
surfactant proteins B and D	1986
Signal Transducer and Activator of Transcription (Stat) 3	1987
VGL	1988
MAP1A	1989
MAP1B	1990
CLIMP-63	1991
MAP1D	1992
t=2.889	1993
UNC5B	1994
UNC5C	1995
VGF	1996
Cancerous inhibitor of protein phosphatase 2A	1997
Ring2	1998
Ring1	1999
"MELF"""	2000
CxCR3	2001
rIL-1Ra	2002
MAP1S	2003
asymmetric leaves2	2004
Sarco/endoplasmic reticulum Ca(2+) ATPase	2005
Cyclin-dependent kinase-like1	2006
VGR	2007
la ribonucleoprotein domain family member 6	2008
Mesothelin	2009
MAP1a	2010
MAP1b	2011
15-PGDH	2012
kynurenine aminotransferase II	2013
c-kit	2014
GmPM1	2015
Na+/H+ Exchanger-1	2016
UNC5b	2017
"OGG1"""	2018
X-linked juvenile retinoschisis (RS1)	2019
heat-shock protein (HSP) 70-2	2020
Liver-type arginase	2021
Granulocytic-macrophage colony-stimulating factor	2022
PKB/AKT	2023
nesfatin-1	2024
Adk1(G20S	2025
fix	2026
AtWOX7	2027
PTPR-N	2028
kallikrein 5 and keratin 6	2029
-A2, and -D	2030
macrophage scavenger receptor-1	2031
Rho guanine nucleotide exchange factor	2032
FRO8	2033
or 2-DG	2034
SPIKE1	2035
carboxylesterase-1	2036
CGB	2037
anthranilate phosphoribosyltransferase	2038
tumour-associated trypsin inhibitor	2039
RPL18A	2040
large intergenic non-coding ribonucleic acids-RoR	2041
fh1	2042
Sox5/6/9	2043
signal transducer and activator of trascription-6	2044
OGG1 Exon 7	2045
ATP-binding cassette subfamily F member 2	2046
IL-2: 2,097 and 1	2047
mKIAA1055	2048
tumstatin	2049
N-myc Downstream Regulated Gene (NDRG) 1	2050
Dopachrome Tautomerase	2051
AT1 R	2052
T-Box Protein 15	2053
NEUTROPHIL GELATINASE-ASSOCIATED LIPOCALIN	2054
IGF-1R/insulin receptor	2055
Tyrosine Kinase Receptor B	2056
Siz1	2057
RPL18a	2058
Microribonucleic acid (miRNA)-145	2059
serotonin 5HT2A receptor	2060
Aspartate-aminotransferase	2061
ciliary neuronotrophic factor	2062
IL-18 Rb	2063
INX-9	2064
synaptosomal-associated protein of 23 kilodaltons	2065
S6K1 and S6K2	2066
OlSUMO-2	2067
OlSUMO-1	2068
p66ShcRNAi	2069
OlSUMO-4	2070
gamma GT	2071
Twf1	2072
Pyrin-only protein 2	2073
hBCL10	2074
C-5B/KE	2075
tyrosinase-related protein-1 and 2	2076
PDGFR A and B	2077
Th1 and type-1	2078
hTIMP-4	2079
ATP-binding cassette subfamily G member 2, organic anion transporter 1, and oncoprotein-induced transcript 3	2080
UFD1	2081
ABCA13	2082
Abcc8	2083
Abcc9	2084
hTrp	2085
Abcc4	2086
Abcc5	2087
Abcc6	2088
FTN-2	2089
Abcc1	2090
hTrx	2091
Abcc3	2092
HCC-4	2093
MGluR5	2094
DFNA5	2095
DFNA2	2096
HCC-1	2097
orf3	2098
HCC-3	2099
WNT3	2100
WNT2	2101
WNT1	2102
SLC15A) 1	2103
WNT6	2104
DFNA8	2105
DFNA9	2106
PLOD	2107
event-related EEG/MEG	2108
AtWRI1(IDR3	2109
rapamycin	2110
acetyl coenzyme A carboxylase 1	2111
myxovirus A	2112
a1, b and y-subunits of calcium channel	2113
heterogeneous nuclear ribonucleoproteins A2/B1	2114
Cas3	2115
CD4-8	2116
AtGBF1	2117
fat1	2118
cytochrome P450 1A	2119
mannose receptor c type 1	2120
amelotin	2121
glycogen-synthase-kinase-3b	2122
Tpm1/2/4 and Dbi	2123
glutamyl-tRNA reductase 1	2124
Angiopoietin 1 and 2	2125
oncomodulin	2126
apo A-I and apo A-II	2127
B(1)	2128
Prep	2129
Plin1	2130
IR9	2131
yes-associated protein-1	2132
p21(waf1	2133
Slc25a23	2134
IR1	2135
utp30	2136
MCS-C2	2137
Netrin	2138
Ahr2	2139
cytokine-induced neutrophil chemoattractant (CINC)-1	2140
Cer 1	2141
cytokine-induced neutrophil chemoattractant (CINC)-3	2142
insulin signalling intermediaries (IR, IRS-1 and 2	2143
HLD-2	2144
MMP-2, -3, -7, and -9	2145
Sfrs7	2146
Organic cation/carnitine transporter 2	2147
PreP	2148
CD200-CD200 receptor	2149
PCNA	2150
breast cancer associated 1/2	2151
myoD1	2152
PTGIR	2153
IRP	2154
IRR	2155
IRS	2156
Pc<0.002	2157
Glycerol-3-phosphate dehydrogenase	2158
IRI	2159
Ino2p	2160
PCNT	2161
HSP90.2	2162
Atg9a	2163
IRB	2164
Pre6	2165
High mobility group-box 3	2166
retinol dehydrogenase 5	2167
IRF	2168
Blnk	2169
caspase-3/-7	2170
caspase-3/-2	2171
APRIL/ALC	2172
NG2,CC-1	2173
NOD24	2174
Lung Resistance Protein	2175
cyclin B1, metalloproteinase (MMP)-2	2176
b=-0.117	2177
l-Myc	2178
t=3.201	2179
Ahrr	2180
salt-inducible kinase 1	2181
MIR408	2182
Decoy Receptor 3	2183
Il1-r1	2184
astrocytic-high mobility group box1	2185
Atg9A	2186
IRb	2187
ILF3	2188
ILF2	2189
NAC	2190
Maz	2191
NAF	2192
NAG	2193
NAD	2194
mes-2	2195
NAK	2196
IMP4	2197
phosphoglycerate mutase 2	2198
sum1	2199
NAM	2200
NAR	2201
chemokine (C-X-C) motif ligand 1	2202
COR	2203
eva-1 homolog A	2204
NAT	2205
MYO-D	2206
endothelin-A	2207
granulocyte monocyte-colony stimulated factor	2208
NAc	2209
ppt1	2210
NAg	2211
DENND2D	2212
RACK-1 (Receptor for Activated C Kinase 1	2213
GAGE1	2214
PPT1	2215
neurotrophic tyrosine kinase receptor type 1 (TrkA receptor) for NGF	2216
GCDFP15	2217
WHSC1L1	2218
NAm	2219
cindr	2220
b-II	2221
Adenosine A(1) receptor	2222
P-1 and P-2	2223
SAF6	2224
p38  MAPK	2225
endophilin-1	2226
OE1	2227
Mad	2228
Sema 7a	2229
matrix metalloproteinase 17	2230
tgd3	2231
tgd2	2232
tgd1	2233
SAFB	2234
Paxillin	2235
VEGFR1/2 and nuclear factor-kB	2236
AGL23	2237
sumo	2238
macrophage-derived chemokine (MDC)	2239
p70, and nuclear factor-kB	2240
insulin-induced JNK and P38	2241
CC chemokine ligand (CCL) 18	2242
PPTA	2243
CD79_alpha	2244
serine peptidase inhibitor Kazal-type 1	2245
MYO-3	2246
calstabin1	2247
rS-1 and C180	2248
bTC-1 and RIN	2249
Ste20-related adaptor protein b	2250
SEC63p	2251
v-ATPase	2252
dE9	2253
Mal	2254
GluN2B-containing NMDA receptors	2255
interferon gamma (IFN-y	2256
TULA-1	2257
TULA-2	2258
Inositol 1,4,5-triphosphate Receptor type-1	2259
aldesleukin	2260
MAD homolog 3	2261
Disc large homolog 1	2262
p38{alpha	2263
insulin and insulin-like growth factor receptor	2264
Phosphoglucose Isomerase	2265
SRC-1, -2 and-3	2266
GPS 0, 1 and 2	2267
mitogen-activated protein extracellular kinase	2268
